일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2011/08/18,"1,194,000","1,230,000","1,179,000","1,230,000",▲,"26,000","+2.16","10,440","12,521","0","-523","3,431","-2,554","586","-303","39.25"
2011/08/17,"1,192,000","1,228,000","1,191,000","1,204,000",▼,"-4,000","-0.33","16,310","19,742","0.01","-318","-8,339","8,575","1,714","1,739","39.29"
2011/08/16,"1,140,000","1,218,000","1,140,000","1,208,000",▲,"48,000","+4.14","10,682","12,775","0.02","-3,442","2,338","1,736","1,549","-524","39.14"
2011/08/12,"1,115,000","1,165,000","1,081,000","1,160,000",▲,"54,000","+4.88","15,219","17,255","0.02","-1,708","1,553","-2,437","-3,438","-3,736","39.11"
2011/08/11,"1,060,000","1,164,000","1,056,000","1,106,000",▲,"3,000","+0.27","14,971","16,753","0.02","-1,596","3,537","-1,598","815","-2,186","39.15"
2011/08/10,"1,061,000","1,145,000","1,023,000","1,103,000",▲,"43,000","+4.06","29,274","31,120","0.02","547","3,211","-2,742","4,404","-13,304","39.18"
2011/08/09,"1,153,000","1,153,000","1,007,000","1,060,000",▼,"-69,000","-6.11","29,877","31,719","0.02","965","8,916","-9,782","-3,931","-7,293","39.23"
2011/08/08,"1,131,000","1,170,000","1,129,000","1,129,000",▼,"-23,000","-2.00","15,470","17,786","0.03","-715","2,907","-2,271","234","332","39.40"
2011/08/05,"1,157,000","1,189,000","1,130,000","1,152,000",▼,"-9,000","-0.78","24,406","28,270","0.03","-2,981","4,463","-2,034","-358","7,394","39.43"
2011/08/04,"1,140,000","1,177,000","1,127,000","1,161,000",▲,"14,000","+1.22","14,540","16,825","0.03","-1,049","5,157","-4,916","-2,272","-3,407","39.47"
2011/08/03,"1,184,000","1,184,000","1,126,000","1,147,000",▼,"-39,000","-3.29","24,735","28,223","0.03","3,908","4,047","-6,674","-5,293","-4,995","39.55"
2011/08/02,"1,191,000","1,200,000","1,175,000","1,186,000",▼,"-13,000","-1.08","9,256","11,014","0.03","-130","3,889","-3,599","-482","-2,963","39.67"
2011/08/01,"1,200,000","1,220,000","1,198,000","1,199,000",▼,"-1,000","-0.08","9,055","10,879","0.03","349","4,743","-5,616","-1,305","2,365","39.73"
2011/07/29,"1,182,000","1,200,000","1,179,000","1,200,000",▲,"10,000","+0.84","5,181","6,188","0.03","-1,222","2,730","-984","158","-375","39.83"
2011/07/28,"1,183,000","1,198,000","1,182,000","1,190,000",▼,"-5,000","-0.42","3,177","3,777","0.03","145","273","-120","-198","-460","39.84"
2011/07/27,"1,185,000","1,200,000","1,182,000","1,195,000",▲,"2,000","+0.17","11,038","13,203","0.03","-689","2,887","-2,062","1,053","647","39.84"
2011/07/26,"1,195,000","1,205,000","1,192,000","1,193,000",▼,"-2,000","-0.17","12,474","14,955","0.03","-850","1,062","-594","-2,984","334","39.88"
2011/07/25,"1,190,000","1,195,000","1,163,000","1,195,000",▲,"6,000","+0.50","21,527","25,337","0.03","1,180","4,652","-5,931","1,060","592","39.89"
2011/07/22,"1,204,000","1,208,000","1,182,000","1,189,000",▼,"-20,000","-1.65","19,212","22,844","0.03","1,524","8,808","-10,620","-7,460","2,934","39.99"
2011/07/21,"1,200,000","1,222,000","1,186,000","1,209,000",▲,"16,000","+1.34","14,954","18,062","0.03","-1,070","8,077","-7,609","-4,177","1,794","40.17"
2011/07/20,"1,180,000","1,194,000","1,175,000","1,193,000",▲,"2,000","+0.17","12,007","14,200","0.03","1,235","3,031","-6,476","-5,641","2,377","40.30"
2011/07/19,"1,199,000","1,201,000","1,182,000","1,191,000",▼,"-9,000","-0.75","7,802","9,289","0.03","410","2,368","-3,762","-3,796","807","40.41"
2011/07/18,"1,184,000","1,200,000","1,184,000","1,200,000",▲,"17,000","+1.44","12,026","14,352","0.03","53","4,028","-4,547","-1,883","-328","40.48"
2011/07/15,"1,193,000","1,198,000","1,178,000","1,183,000",▼,"-17,000","-1.42","8,763","10,364","0.02","1,310","-761","-1,614","-2,728","1,659","40.56"
2011/07/14,"1,211,000","1,211,000","1,177,000","1,200,000",▼,"-19,000","-1.56","16,953","20,160","0.02","1,941","5,400","-5,820","-3,751","-5,916","40.58"
2011/07/13,"1,216,000","1,220,000","1,205,000","1,219,000",▲,"4,000","+0.33","11,121","13,499","0.01","118","1,867","-1,471","-477","-843","40.68"
2011/07/12,"1,225,000","1,235,000","1,203,000","1,215,000",▼,"-14,000","-1.14","9,958","12,063","0.01","691","2,291","-3,227","3,154","80","40.71"
2011/07/11,"1,224,000","1,240,000","1,203,000","1,229,000",▲,"7,000","+0.57","12,785","15,692","0.01","-799","5,684","-4,927","-402","3,124","40.76"
2011/07/08,"1,226,000","1,247,000","1,220,000","1,222,000",▼,"-9,000","-0.73","8,470","10,393","0.01","209","255","-533","-88","1,090","40.85"
2011/07/07,"1,225,000","1,245,000","1,218,000","1,231,000",▼,"-5,000","-0.40","13,617","16,772","0","1,008","2,885","-3,898","3,999","-288","40.86"
2011/07/06,"1,244,000","1,262,000","1,209,000","1,236,000",▼,"-11,000","-0.88","7,866","9,666","0.02","506","1,157","-1,218","527","340","40.92"
2011/07/05,"1,200,000","1,272,000","1,200,000","1,247,000",▲,"51,000","+4.26","13,085","16,252","0.02","-3,113","-543","3,917","3,639","4,963","40.94"
2011/07/04,"1,207,000","1,207,000","1,171,000","1,196,000",▼,"-9,000","-0.75","8,540","10,104","0.02","730","-1,945","757","325","-328","40.88"
2011/07/01,"1,198,000","1,220,000","1,191,000","1,205,000",▲,"17,000","+1.43","6,356","7,672","0.02","-1,657","1,826","-314","-1,165","341","40.86"
2011/06/30,"1,170,000","1,191,000","1,170,000","1,188,000",▲,"18,000","+1.54","20,812","24,693","0.02","-1,437","4,923","-2,667","-1,911","3,831","40.87"
2011/06/29,"1,165,000","1,185,000","1,160,000","1,170,000",▲,"16,000","+1.39","7,759","9,089","0.02","-1,065","3,931","-3,180","-3,031","5,762","40.92"
2011/06/28,"1,161,000","1,170,000","1,153,000","1,154,000",▼,"-3,000","-0.26","12,044","14,053","0.02","-70","1,909","-3,893","-3,611","3,631","40.97"
2011/06/27,"1,173,000","1,173,000","1,136,000","1,157,000",▼,"-10,000","-0.86","9,272","10,638","0.01","1,849","1,490","-998","1,296","-1,992","41.04"
2011/06/24,"1,190,000","1,204,000","1,165,000","1,167,000",▼,"-23,000","-1.93","13,269","15,650","0","982","5,161","-6,449","-2,103","4,399","41.05"
2011/06/23,"1,191,000","1,191,000","1,151,000","1,190,000",▼,"-7,000","-0.58","15,287","17,853","0","1,509","5,507","-7,690","-3,299","-591","41.16"
2011/06/22,"1,200,000","1,205,000","1,174,000","1,197,000",▲,"9,000","+0.76","7,494","8,945","0.01","248","-748","369","564","1,293","41.30"
2011/06/21,"1,161,000","1,198,000","1,157,000","1,188,000",▲,"21,000","+1.80","5,808","6,889","0.01","-1,229","2,201","-1,458","-346","2,808","41.29"
2011/06/20,"1,193,000","1,193,000","1,163,000","1,167,000",▼,"-24,000","-2.02","5,198","6,085","0","388","86","-631","416","2,018","41.31"
2011/06/17,"1,190,000","1,210,000","1,175,000","1,191,000",▼,"-13,000","-1.08","14,081","16,794","0","304","3,822","-5,688","-625","3,482","41.32"
2011/06/16,"1,220,000","1,220,000","1,183,000","1,204,000",▼,"-18,000","-1.47","8,501","10,178","0.01","414","741","-554","2,239","8","41.42"
2011/06/15,"1,181,000","1,224,000","1,165,000","1,222,000",▲,"52,000","+4.44","17,647","20,908","0.01","-1,812","777","1,250","4,605","827","41.43"
2011/06/14,"1,178,000","1,185,000","1,157,000","1,170,000", ,"0","0","8,617","10,095","0.02","-220","1,390","-2,084","745","1,576","41.41"
2011/06/13,"1,158,000","1,170,000","1,142,000","1,170,000",▲,"13,000","+1.12","9,307","10,780","0.02","-638","3,569","-4,074","-1,640","2,405","41.45"
2011/06/10,"1,182,000","1,182,000","1,137,000","1,157,000",▼,"-18,000","-1.53","13,872","15,988","0.01","1,072","3,635","-3,692","-928","2,197","41.52"
2011/06/09,"1,189,000","1,197,000","1,172,000","1,175,000",▼,"-22,000","-1.84","13,386","15,816","0.01","1,927","-1,667","751","3,314","-199","41.58"
2011/06/08,"1,215,000","1,225,000","1,175,000","1,197,000",▼,"-30,000","-2.44","25,964","31,077","0.01","1,238","3,529","-3,803","3,878","694","41.57"
2011/06/07,"1,247,000","1,248,000","1,218,000","1,227,000",▼,"-30,000","-2.39","12,028","14,778","0.01","1,167","2,299","-4,453","-2,254","4,002","41.63"
2011/06/03,"1,273,000","1,282,000","1,256,000","1,257,000",▼,"-29,000","-2.26","12,488","15,787","0.01","723","1,536","-3,401","-2,615","1,814","41.71"
2011/06/02,"1,251,000","1,286,000","1,240,000","1,286,000", ,"0","0","20,699","26,057","0.01","-490","2,927","-1,254","492","-232","41.77"
2011/06/01,"1,285,000","1,287,000","1,244,000","1,286,000",▼,"-1,000","-0.08","15,002","18,927","0.01","923","-3,908","2,647","2,100","2","41.79"
2011/05/31,"1,238,000","1,287,000","1,238,000","1,287,000",▲,"54,000","+4.38","14,223","17,938","0.01","-2,191","-3,364","3,954","4,346","3,019","41.74"
2011/05/30,"1,226,000","1,233,000","1,212,000","1,233,000",▲,"10,000","+0.82","7,011","8,588","0","-926","-1,687","3,259","2,746","2,672","41.67"
2011/05/27,"1,228,000","1,248,000","1,223,000","1,223,000",▼,"-21,000","-1.69","25,055","30,827","0","910","-3,387","3,334","1,592","2,471","41.62"
2011/05/26,"1,215,000","1,252,000","1,201,000","1,244,000",▲,"19,000","+1.55","10,976","13,375","0","-305","-3,607","3,530","2,044","314","41.56"
2011/05/25,"1,214,000","1,228,000","1,171,000","1,225,000",▲,"26,000","+2.17","17,156","20,815","0","-337","-3,172","3,806","3,510","4,168","41.50"
2011/05/24,"1,219,000","1,250,000","1,190,000","1,199,000",▼,"-21,000","-1.72","13,303","16,158","0","-965","-2,438","3,481","2,652","-3,613","41.44"
2011/05/23,"1,220,000","1,259,000","1,178,000","1,220,000",▲,"5,000","+0.41","19,621","23,995","0","-1,299","3,970","-1,954","-3,788","-186","41.38"
2011/05/20,"1,165,000","1,216,000","1,156,000","1,215,000",▲,"60,000","+5.19","14,821","17,856","0","-4,866","6,560","721","2,959","1,405","41.41"
2011/05/19,"1,152,000","1,171,000","1,147,000","1,155,000",▼,"-4,000","-0.35","6,984","8,100","0","-693","1,874","-1,094","-297","-3,663","41.40"
2011/05/18,"1,162,000","1,180,000","1,130,000","1,159,000",▼,"-16,000","-1.36","9,997","11,580","0","74","2,493","-2,585","-442","-2,855","41.42"
2011/05/17,"1,170,000","1,184,000","1,156,000","1,175,000",▲,"21,000","+1.82","13,188","15,527","0","-3,437","-1,959","6,314","6,650","-1,199","41.46"
2011/05/16,"1,095,000","1,171,000","1,081,000","1,154,000",▲,"55,000","+5.00","22,791","25,967","0.01","-9,034","1,805","7,127","7,546","3,191","41.35"
2011/05/13,"1,066,000","1,099,000","1,063,000","1,099,000",▲,"34,000","+3.19","12,290","13,348","0.01","-2,052","-1,472","4,288","2,652","-2,543","41.23"
2011/05/12,"1,083,000","1,087,000","1,060,000","1,065,000",▼,"-19,000","-1.75","10,229","10,961","0.01","415","-702","502","2,394","-6,064","41.16"
2011/05/11,"1,100,000","1,100,000","1,078,000","1,084,000",▲,"1,000","+0.09","8,928","9,687","0.01","164","-692","959","1,012","-3,207","41.15"
2011/05/09,"1,078,000","1,108,000","1,078,000","1,083,000",▼,"-11,000","-1.01","10,717","11,681","0.01","-364","1,006","1,038","-559","-4,177","41.13"
2011/05/06,"1,100,000","1,107,000","1,082,000","1,094,000",▼,"-3,000","-0.27","9,405","10,313","0.01","-1,814","2,875","-1,462","-408","-523","41.11"
2011/05/04,"1,062,000","1,100,000","1,062,000","1,097,000",▲,"3,000","+0.27","11,062","12,060","0.01","-1,510","3,370","-1,881","-2,303","1,474","41.14"
2011/05/03,"1,098,000","1,099,000","1,086,000","1,094,000",▼,"-6,000","-0.55","5,939","6,502","0.03","-1,236","1,482","-194","187","738","41.17"
2011/05/02,"1,077,000","1,100,000","1,000,000","1,100,000",▲,"20,000","+1.85","8,869","9,664","0.04","-4,292","3,224","601","807","-167","41.17"
2011/04/29,"1,041,000","1,080,000","1,038,000","1,080,000",▲,"33,000","+3.15","19,046","20,273","0.04","-8,415","-1,415","10,447","10,784","1,431","41.16"
2011/04/28,"1,041,000","1,057,000","1,040,000","1,047,000",▼,"-7,000","-0.66","16,815","17,588","0.05","16","-2,825","5,278","5,552","-2,468","40.99"
2011/04/27,"1,033,000","1,060,000","1,033,000","1,054,000",▲,"22,000","+2.13","19,159","20,193","0.03","-3,366","3,497","-559","-1,650","7,096","40.90"
2011/04/26,"1,050,000","1,058,000","1,017,000","1,032,000",▼,"-23,000","-2.18","22,522","23,327","0.03","6,188","-2,665","-5,072","-13,185","4,173","40.90"
2011/04/25,"1,079,000","1,084,000","1,050,000","1,055,000",▼,"-18,000","-1.68","7,924","8,371","0.01","3,163","-2,153","-368","-2,697","1,157","40.99"
2011/04/22,"1,101,000","1,103,000","1,072,000","1,073,000",▼,"-36,000","-3.25","9,224","9,940","0.02","3,253","-3,570","-406","-734","1,550","41.00"
2011/04/21,"1,085,000","1,116,000","1,085,000","1,109,000",▲,"24,000","+2.21","9,817","10,866","0.03","-6,302","-110","5,329","5,363","4,785","41.00"
2011/04/20,"1,072,000","1,100,000","1,071,000","1,085,000",▲,"5,000","+0.46","10,310","11,145","0.02","-786","-1,253","1,416","2,304","613","40.91"
2011/04/19,"1,130,000","1,130,000","1,073,000","1,080,000",▼,"-24,000","-2.17","12,715","13,860","0.05","1,568","-2,648","1,250","4,385","-3,138","40.89"
2011/04/18,"1,093,000","1,122,000","1,081,000","1,104,000",▲,"14,000","+1.28","15,348","16,925","0.05","-6,184","3,996","2,829","3,117","-3,601","40.87"
2011/04/15,"1,044,000","1,090,000","1,044,000","1,090,000",▲,"38,000","+3.61","19,142","20,560","0.06","-10,323","10,592","-531","3,847","176","40.82"
2011/04/14,"1,050,000","1,052,000","1,030,000","1,052,000",▲,"7,000","+0.67","9,921","10,327","0.05","-901","-1,572","2,045","809","-471","40.83"
2011/04/13,"1,044,000","1,045,000","1,028,000","1,045,000",▲,"2,000","+0.19","6,042","6,255","0.05","-183","-1,849","2,364","584","-1,306","40.79"
2011/04/12,"1,044,000","1,045,000","1,024,000","1,043,000",▼,"-9,000","-0.86","11,147","11,514","0.06","795","-184","482","779","-2,921","40.75"
2011/04/11,"1,040,000","1,052,000","1,040,000","1,052,000",▲,"2,000","+0.19","10,807","11,296","0.07","-883","-6,183","7,858","6,447","-1,026","40.75"
2011/04/08,"1,031,000","1,055,000","1,028,000","1,050,000",▲,"20,000","+1.94","16,013","16,754","0.08","-3,582","1,232","3,253","3,769","796","40.61"
2011/04/07,"1,054,000","1,055,000","1,027,000","1,030,000",▼,"-31,000","-2.92","20,446","21,113","0.07","2,930","-701","-2,072","315","-6,373","40.56"
2011/04/06,"1,047,000","1,067,000","1,046,000","1,061,000",▲,"7,000","+0.66","13,157","13,948","0.07","-1,723","4,947","-2,744","1,853","603","40.59"
2011/04/05,"1,036,000","1,054,000","1,033,000","1,054,000",▲,"18,000","+1.74","17,916","18,800","0.07","-2,076","3,299","-1,222","296","-2,722","40.64"
2011/04/04,"1,029,000","1,047,000","1,029,000","1,036,000",▼,"-1,000","-0.10","14,852","15,398","0.06","936","-573","-774","2,780","-2,525","40.66"
2011/04/01,"1,033,000","1,054,000","1,030,000","1,037,000",▼,"-8,000","-0.77","19,655","20,387","0.05","2,546","-2,286","-348","-1,040","-2,012","40.67"
2011/03/31,"1,050,000","1,050,000","1,033,000","1,045,000",▼,"-9,000","-0.85","14,490","15,128","0.06","900","3,786","-4,423","-6,792","2,592","40.68"
2011/03/30,"1,036,000","1,064,000","1,036,000","1,054,000",▲,"22,000","+2.13","23,210","24,452","0.05","-2,404","909","1,052","-3,607","-8,139","40.75"
2011/03/29,"1,054,000","1,054,000","1,022,000","1,032,000",▼,"-22,000","-2.09","6,913","7,135","0.05","2,389","-282","-2,077","-2,485","1,067","40.74"
2011/03/28,"1,059,000","1,059,000","1,041,000","1,054,000", ,"0","0","4,814","5,075","0.07","-819","-564","573","2,036","477","40.77"
2011/03/25,"1,033,000","1,059,000","1,022,000","1,054,000",▲,"21,000","+2.03","12,745","13,411","0.07","-6,353","1,874","4,309","3,979","2,959","40.76"
2011/03/24,"1,023,000","1,040,000","1,005,000","1,033,000",▲,"7,000","+0.68","10,885","11,083","0.07","291","-2,443","2,051","2,274","1,171","40.69"
2011/03/23,"1,021,000","1,032,000","1,012,000","1,026,000",▼,"-4,000","-0.39","5,237","5,351","0.08","-92","593","-1,116","897","806","40.65"
2011/03/22,"1,001,000","1,030,000","1,001,000","1,030,000",▲,"25,000","+2.49","6,710","6,802","0.08","-1,653","582","578","250","145","40.67"
2011/03/21,"991,000","1,007,000","991,000","1,005,000",▲,"6,000","+0.60","4,252","4,263","0.08","5","-399","455","501","118","40.66"
2011/03/18,"985,000","1,004,000","980,000","999,000",▲,"7,000","+0.71","8,152","8,129","0.08","-229","-1,329","1,831","1,396","-492","40.65"
2011/03/17,"1,005,000","1,005,000","985,000","992,000",▼,"-8,000","-0.80","7,658","7,603","0.08","394","172","-317","-559","-1,347","40.62"
2011/03/16,"1,001,000","1,028,000","985,000","1,000,000", ,"0","0","14,006","14,009","0.08","1,185","-715","-2,264","-2,390","789","40.63"
2011/03/15,"1,020,000","1,044,000","999,000","1,000,000",▼,"-30,000","-2.91","12,535","12,693","0.08","748","934","-661","-220","-3,065","40.67"
2011/03/14,"1,007,000","1,032,000","990,000","1,030,000",▲,"10,000","+0.98","7,001","7,105","0.08","-1,700","-892","2,800","1,522","693","40.68"
2011/03/11,"1,033,000","1,037,000","1,011,000","1,020,000",▼,"-15,000","-1.45","7,435","7,611","0.08","-46","2,995","-2,663","-1,439","-3,641","40.63"
2011/03/10,"1,033,000","1,045,000","1,009,000","1,035,000",▲,"1,000","+0.10","13,775","14,121","0.08","415","3,773","-5,530","-3,737","-2,122","40.68"
2011/03/09,"1,037,000","1,046,000","1,018,000","1,034,000",▼,"-12,000","-1.15","13,666","14,106","0.08","794","3,611","-4,404","-914","-1,089","40.77"
2011/03/08,"1,012,000","1,055,000","1,012,000","1,046,000",▲,"24,000","+2.35","9,389","9,808","0.08","-2,681","1,027","334","-1,453","1,062","40.85"
2011/03/07,"1,031,000","1,044,000","1,021,000","1,022,000",▼,"-23,000","-2.20","7,748","8,005","0.15","-467","120","731","-311","-2,868","40.84"
2011/03/04,"1,007,000","1,050,000","1,001,000","1,045,000",▲,"39,000","+3.88","18,668","19,255","0.15","-5,434","5,885","-1,966","-226","696","40.83"
2011/03/03,"1,015,000","1,016,000","1,001,000","1,006,000",▼,"-9,000","-0.89","6,423","6,467","0.14","522","-55","4","670","202","40.86"
2011/03/02,"1,038,000","1,038,000","998,000","1,015,000",▼,"-11,000","-1.07","13,849","13,930","0.14","-458","-1,231","2,014","5,827","-1,724","40.86"
2011/02/28,"1,041,000","1,045,000","1,020,000","1,026,000",▼,"-15,000","-1.44","9,171","9,441","0.14","-430","1,079","550","49","-2,442","40.83"
2011/02/25,"1,048,000","1,051,000","1,032,000","1,041,000",▲,"2,000","+0.19","6,560","6,839","0.16","-1,251","1,482","838","-336","-2,403","40.82"
2011/02/24,"1,039,000","1,049,000","1,022,000","1,039,000",▲,"8,000","+0.78","9,409","9,799","0.17","-4,186","998","2,446","53","-1,055","40.80"
2011/02/23,"1,032,000","1,040,000","1,019,000","1,031,000",▲,"4,000","+0.39","13,677","14,098","0.17","-3,387","3,506","-1,224","1,830","-1,143","40.76"
2011/02/22,"1,034,000","1,034,000","1,014,000","1,027,000",▼,"-9,000","-0.87","18,834","19,232","0.18","-2,130","9,786","-7,815","-5,159","-2,687","40.78"
2011/02/21,"1,018,000","1,036,000","1,005,000","1,036,000",▲,"35,000","+3.50","13,998","14,282","0.19","-4,064","6,643","-1,492","-236","-4,359","40.92"
2011/02/18,"1,006,000","1,006,000","996,000","1,001,000",▲,"2,000","+0.20","14,133","14,138","0.16","-1,284","3,307","-1,551","2,064","-3,312","40.94"
2011/02/17,"995,000","1,004,000","995,000","999,000",▲,"9,000","+0.91","25,267","25,254","0.15","-1,573","-11,720","13,548","2,778","-1,066","40.97"
2011/02/16,"961,000","1,001,000","961,000","990,000",▲,"30,000","+3.13","28,943","28,523","0.14","-4,113","-946","4,080","7,842","519","40.74"
2011/02/15,"977,000","978,000","952,000","960,000",▼,"-20,000","-2.04","19,814","19,035","0.15","3,764","-471","-1,962","109","-2,946","40.67"
2011/02/14,"983,000","992,000","974,000","980,000",▼,"-1,000","-0.10","13,266","13,000","0.16","519","-1,111","1,225","2,746","-2,912","40.70"
2011/02/11,"968,000","993,000","968,000","981,000",▲,"9,000","+0.93","16,967","16,674","0.16","-1,522","-1,439","3,560","-260","-3,120","40.68"
2011/02/10,"971,000","992,000","971,000","972,000",▼,"-8,000","-0.82","18,072","17,750","0.16","-1,067","168","325","64","-6,482","40.62"
2011/02/09,"989,000","996,000","967,000","980,000",▼,"-6,000","-0.61","34,968","34,289","0.15","3,514","-2,844","-681","-3,382","-5,103","40.61"
2011/02/08,"1,047,000","1,047,000","984,000","986,000",▼,"-61,000","-5.83","62,939","62,865","0.12","10,291","8,094","-17,981","-15,590","-7,564","40.62"
2011/02/07,"1,089,000","1,093,000","1,037,000","1,047,000",▼,"-40,000","-3.68","36,051","38,037","0.12","6,085","-303","-7,352","-6,670","-3,614","40.93"
2011/02/01,"1,092,000","1,094,000","1,079,000","1,087,000", ,"0","0","18,025","19,578","0.11","4,403","1,361","-5,157","2,132","-4,398","41.06"
2011/01/31,"1,066,000","1,095,000","1,066,000","1,087,000",▲,"10,000","+0.93","10,126","10,966","0.12","-501","1,041","-1,092","2,066","209","41.15"
2011/01/28,"1,056,000","1,086,000","1,050,000","1,077,000",▲,"14,000","+1.32","25,372","27,074","0.12","-973","1,326","-375","-404","-1,290","41.16"
2011/01/27,"1,052,000","1,068,000","1,050,000","1,063,000",▲,"3,000","+0.28","17,699","18,772","0.11","610","298","-242","-348","-1,874","41.17"
2011/01/26,"1,062,000","1,073,000","1,055,000","1,060,000",▼,"-9,000","-0.84","11,520","12,213","0.11","1,001","-755","-246","-962","-2,176","41.17"
2011/01/25,"1,066,000","1,076,000","1,061,000","1,069,000",▲,"1,000","+0.09","12,622","13,486","0.11","182","923","-2,045","-1,152","1,818","41.18"
2011/01/24,"1,064,000","1,072,000","1,061,000","1,068,000",▼,"-5,000","-0.47","13,880","14,800","0.11","-137","-471","743","1,578","-475","41.21"
2011/01/21,"1,073,000","1,079,000","1,070,000","1,073,000",▲,"2,000","+0.19","8,780","9,432","0.10","516","-1,224","505","538","-256","41.20"
2011/01/20,"1,077,000","1,077,000","1,069,000","1,071,000",▼,"-6,000","-0.56","16,896","18,115","0.09","3,180","-3,206","1,266","1,261","-1,995","41.19"
2011/01/19,"1,084,000","1,092,000","1,077,000","1,077,000",▼,"-9,000","-0.83","13,038","14,059","0.10","3,327","-4,213","757","681","-391","41.17"
2011/01/18,"1,086,000","1,097,000","1,086,000","1,086,000", ,"0","0","11,830","12,875","0.10","1,793","-1","-1,345","-2,039","-696","41.16"
2011/01/17,"1,092,000","1,093,000","1,085,000","1,086,000",▼,"-5,000","-0.46","16,309","17,733","0.09","2,169","2,132","-4,053","-4,542","-1,388","41.18"
2011/01/14,"1,089,000","1,097,000","1,083,000","1,091,000",▲,"2,000","+0.18","19,487","21,216","0.05","4,570","1,025","-5,965","-5,352","-1,351","41.25"
2011/01/13,"1,119,000","1,119,000","1,085,000","1,089,000",▼,"-30,000","-2.68","33,415","36,444","0.02","16,561","-7,165","-8,400","-7,328","-6,948","41.35"
2011/01/12,"1,168,000","1,168,000","1,114,000","1,119,000",▼,"-49,000","-4.20","23,615","26,615","0.01","12,357","60","-11,245","-12,638","-2,335","41.50"
2011/01/11,"1,192,000","1,192,000","1,162,000","1,168,000",▼,"-28,000","-2.34","10,054","11,749","0.02","1,989","-1,762","236","1,113","374","41.69"
2011/01/10,"1,150,000","1,196,000","1,150,000","1,196,000",▲,"29,000","+2.49","6,591","7,732","0.03","-2,399","677","948","1,438","1,392","41.68"
2011/01/07,"1,144,000","1,174,000","1,130,000","1,167,000",▲,"23,000","+2.01","12,967","15,088","0.03","-4,526","-3,224","7,755","3,999","264","41.67"
2011/01/06,"1,118,000","1,144,000","1,115,000","1,144,000",▲,"27,000","+2.42","9,275","10,520","0.02","-4,394","77","4,338","3,769","1,875","41.54"
2011/01/05,"1,125,000","1,139,000","1,109,000","1,117,000",▼,"-13,000","-1.15","8,582","9,594","0.02","3,335","-2,155","-1,815","-991","237","41.46"
2011/01/04,"1,125,000","1,133,000","1,121,000","1,130,000",▲,"8,000","+0.71","7,551","8,493","0.02","1,034","-2,267","2,271","2,990","-185","41.49"
2011/01/03,"1,134,000","1,146,000","1,114,000","1,122,000",▼,"-17,000","-1.49","7,983","8,971","0.03","1,119","-2,453","1,667","978","-450","41.45"
2010/12/30,"1,143,000","1,143,000","1,128,000","1,139,000",▲,"7,000","+0.62","5,695","6,474","0.03","-160","-210","568","2,273","950","41.42"
2010/12/29,"1,123,000","1,143,000","1,111,000","1,132,000",▼,"-7,000","-0.61","8,264","9,312","0.04","437","1,649","-2,055","387","1,139","41.41"
2010/12/28,"1,111,000","1,148,000","1,111,000","1,139,000",▲,"27,000","+2.43","8,141","9,266","0.04","-2,900","3,387","-893","1,178","4,913","41.45"
2010/12/27,"1,083,000","1,118,000","1,076,000","1,112,000",▲,"27,000","+2.49","7,604","8,395","0.04","-1,248","1,132","-114","1,958","4,101","41.47"
2010/12/24,"1,095,000","1,103,000","1,083,000","1,085,000",▼,"-18,000","-1.63","10,883","11,840","0.04","3,384","-212","-1,254","-1,875","1,069","41.47"
2010/12/23,"1,133,000","1,138,000","1,094,000","1,103,000",▼,"-22,000","-1.96","10,366","11,524","0.03","3,470","160","-4,247","-84","2,493","41.49"
2010/12/22,"1,147,000","1,156,000","1,122,000","1,125,000",▼,"-22,000","-1.92","8,617","9,701","0.03","3,059","-214","-2,877","2,324","1,279","41.56"
2010/12/21,"1,159,000","1,159,000","1,146,000","1,147,000",▼,"-1,000","-0.09","6,092","7,008","0.04","583","-100","-794","-103","1,586","41.61"
2010/12/20,"1,183,000","1,188,000","1,100,000","1,148,000",▼,"-35,000","-2.96","12,081","13,997","0.05","884","481","-1,352","3,708","255","41.62"
2010/12/17,"1,157,000","1,190,000","1,156,000","1,183,000",▲,"11,000","+0.94","15,163","17,906","0.05","-1,079","-1,088","2,260","2,849","1,897","41.65"
2010/12/16,"1,149,000","1,182,000","1,141,000","1,172,000",▲,"34,000","+2.99","26,426","30,926","0.06","1,329","-505","-1,630","691","4,184","41.61"
2010/12/15,"1,141,000","1,160,000","1,124,000","1,138,000",▲,"2,000","+0.18","11,785","13,416","0.03","1,865","3,742","-5,399","-4,075","-1,469","41.64"
2010/12/14,"1,178,000","1,178,000","1,134,000","1,136,000",▼,"-33,000","-2.82","15,780","18,037","0.03","4,816","98","-3,737","-551","-100","41.73"
2010/12/13,"1,134,000","1,185,000","1,125,000","1,169,000",▲,"45,000","+4.00","17,275","20,151","0.03","1,983","3,026","-5,068","-5,486","798","41.79"
2010/12/10,"1,134,000","1,145,000","1,110,000","1,124,000",▼,"-10,000","-0.88","16,294","18,336","0.04","239","-688","598","358","528","41.88"
2010/12/09,"1,186,000","1,186,000","1,116,000","1,134,000",▼,"-7,000","-0.61","21,613","24,616","0.04","-655","480","-240","-4,674","1,839","41.87"
